公司名,工商注册级别,注册地址变更信息,增资情况,股权变动,控股,成立年限,注册专业人员信息,法定代表人稳定性,对外投资,所处行业地位,企业规模,工程获奖情况,公共信用记录,工程领域不良记录(严重),工程领域不良记录(一般),法院信用记录,中标数量,主要市场区域,项目规模,主项资质,增项资质,知识产权情况,财务,社会评价,信用评分
浙江嘉兴建设有限公司,3,0,0,0,3,30,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,286
浙江勿忘农种业股份有限公司,2,0,0,0,2,19,0,0,3,0,0,0,0,0,0,0,1,3,0,0,0,0,0,10,349
浙江展威路桥工程有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,268
浙江天目琴行有限公司,2,0,0,0,3,22,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,10,338
浙江卓越市政建设有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,268
浙江坤建设有限公司,2,0,0,0,3,18,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,288
浙江青石集团有限公司,2,0,0,0,3,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,286
浙江仁聚机电设备有限公司,2,0,0,0,3,0,0,0,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,305
浙江四通计算机有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,268
浙江正方建设有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,278
浙江港星石材有限公司,2,0,0,0,3,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,283
浙江港澳电梯有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,268
浙江尚贵泵业有限公司,2,0,0,0,3,21,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,2,298
浙江新中环建筑工程有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,268
浙江浩力门业有限公司,2,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,295
浙江市美的建筑工程有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,268
浙江周围装饰有限公司,2,0,0,0,3,12,4,0,,0,3,0,0,0,0,0,1,3,0,3,2,0,0,8,550
浙江宇古建园林有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,268
浙江富浩管业有限公司,2,0,0,0,3,16,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,308
浙江中路金属制品有限公司,2,0,0,0,3,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,5,307
浙江诚茂机电设备有限公司,2,0,0,0,3,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,284
浙江浙森装装饰有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,268
浙江宏达园林绿化有限公司,2,0,0,0,3,29,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,288
浙江驿路广告有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,268
浙江常山建筑安装工程公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,268
浙江水利水电学院,2,0,0,0,2,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,285
浙江斯凯兰科技有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,284
浙江中开源水泥有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,268
浙江义乌绣子缘公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,268
浙江众创星展电梯有限公司,2,0,0,0,3,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,281
浙江绿生态股份有限公司,2,0,0,0,2,18,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,293
浙江大地广告有限公司,2,0,0,0,3,15,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,288
浙江乔兴钢构工程有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,268
浙江东兴实业有限责任公司,2,0,0,0,2,19,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,10,343
浙江中科数城软件有限公司,2,0,0,0,2,16,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,5,318
浙江光通塑业有限公司,2,0,0,0,3,15,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,4,0,1,353
浙江荣欣钢构有限公司,2,0,0,0,3,16,4,0,,0,3,0,0,0,0,0,1,3,0,3,1,0,0,2,517
浙江净源膜科技股份有限公司,2,0,0,0,3,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,3,303
浙江麦浪电气有限公司,2,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,2,0,6,357
浙江线桥工程公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,268
浙江万新门业有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,276
浙江大地家私有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,271
浙江同昌公司,2,0,0,0,3,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,282
浙江百惠涛钢结构有限公司,2,0,0,0,0,14,1,0,,0,4,0,0,0,0,0,1,3,0,4,1,0,0,0,487
浙江森禾促业股份有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,268
浙江大鹰门业有限公司,2,0,0,0,3,17,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,288
浙江铭恒机电设备有限公司,2,0,0,0,3,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,284
浙江科旭投资有限公司,2,0,0,0,2,25,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,293
浙江诺亿管业有限公司,2,0,0,0,3,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,286
浙江诚兴光伏科技有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,268
浙江博世华保科技有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,268
浙江水木华力科技发展有限公司,2,0,0,0,3,13,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,288
浙江华治矿建集团有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,268
浙江滨海市政工程有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,268
浙江艾尔柯机电工程有限公司,2,0,0,0,3,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,284
浙江荣江建工程有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,268
浙江林业发展有限公司,2,0,0,0,2,23,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,293
浙江中意电气有限公司,2,0,0,0,3,17,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,7,325
浙江鸿福建设有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,268
浙江联合电梯有限公司,2,0,0,0,0,15,0,0,1,0,0,0,0,0,1,0,1,3,0,0,0,3,0,10,370
浙江泰和建设有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,268
浙江金迪门业有限公司,2,0,0,0,3,19,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,288
浙江特产金属材料有限公司,2,0,0,0,3,17,0,0,3,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,294
浙江大陆交通有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,275
浙江生辉照明有限公司,2,0,0,0,2,13,0,0,3,0,0,0,0,0,0,0,3,3,1,0,0,45,0,10,419
浙江飞易特软件有限公司,2,0,0,0,3,17,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,310
浙江中信检测有限公司,2,0,0,0,0,12,1,0,,0,0,0,0,0,0,0,1,3,0,4,1,0,0,0,313
浙江天顺玻璃钢有限公司,2,0,0,0,3,15,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,7,0,0,348
浙江财经学院,2,0,0,0,2,25,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,293
浙江斯科能科技股份有限公司,2,0,0,0,1,0,3,0,,0,4,0,0,0,0,0,1,3,0,4,2,0,0,0,506
浙江东方成套有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,268
浙江港亨输变电有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,274
浙江中策电缆有限公司,2,0,0,0,3,16,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,7,325
浙江银河混凝土有限公司,2,0,0,0,3,11,0,0,,0,4,0,0,0,0,0,0,0,0,4,2,0,0,0,456
浙江基业集团有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258
浙江建安有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258
浙江永川钢结构有限公司,2,0,0,0,3,0,6,0,,0,3,0,0,0,0,0,2,3,0,3,1,0,0,0,505
浙江精工股份有限公司,2,0,0,0,3,17,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278
浙江建辉矿建有限公司,2,0,0,0,3,0,17,0,,0,3,0,0,0,0,0,0,0,0,3,1,0,0,0,464
浙江建艺建工有限公司,2,0,0,0,3,0,5,0,,0,4,0,0,0,0,0,0,0,0,4,3,0,0,0,479
浙江天顺钢结构有限公司,2,0,0,0,3,0,2,0,,0,4,0,0,0,1,0,0,0,0,4,1,0,0,0,424
浙江立地新能源有限公司,2,0,0,0,2,0,0,0,,0,4,0,0,0,0,0,0,0,0,4,2,0,0,1,457
浙江捷达钢结构有限公司,2,0,0,0,0,16,4,0,,0,2,0,0,0,1,0,0,0,0,2,2,0,0,0,482
浙江东南钢结构有限公司,2,0,0,0,2,0,5,0,,0,2,0,0,0,0,0,0,0,0,2,1,0,0,9,556
浙江宝龙工贸有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264
浙江众合科技股份有限公司,2,0,0,0,1,18,3,0,8,0,4,0,0,0,0,0,0,0,0,4,1,1,0,10,561
浙江衢洲建工集团有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258
浙江丰众新墙材有限公司,2,0,0,0,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276
浙江上峰建材有限公司,2,0,0,0,2,14,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,341
浙江东海岸国艺有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258
浙江金秋电气有限公司,2,0,0,0,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,279
浙江中建路桥设备有限公司,2,0,0,0,0,12,1,0,,0,4,0,0,0,0,0,0,0,0,4,4,7,0,4,398
浙江绿洲网络有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268
浙江中联古建园林公司,2,0,0,0,2,16,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283
浙江中天集团公司,2,0,0,0,2,23,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283
浙江黄岩自来水公司,2,0,0,0,2,28,8,0,,0,4,0,0,0,0,0,0,0,0,4,1,0,0,3,501
浙江东港科技发展有限公司,2,0,0,0,3,13,2,0,,0,3,0,0,0,0,0,1,3,0,3,1,0,0,10,542
浙江中海纳建设有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258
浙江东阳民用建筑工程公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258
浙江畅通科技有限公司,2,0,0,0,3,15,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,11,0,10,388
浙江三鼎公司,2,0,0,0,3,38,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278
浙江万纳神核机电工程有限公司,2,0,0,0,0,0,0,0,,0,3,0,0,0,0,0,0,0,0,3,1,0,0,0,442
浙江森禾股份有限公司,2,0,0,0,2,17,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283
浙江自立股份有限公司,2,0,0,0,3,15,8,0,9,0,4,0,0,0,0,0,0,0,0,4,1,13,0,10,555
浙江天使生物工程有限公司,2,0,0,0,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275
浙江蔚蓝园林绿化有限公司,2,0,0,0,3,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,256
浙江驰建设有限公司,2,0,0,0,3,19,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278
浙江九洲钢结构有限公司,2,0,0,0,0,15,0,0,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,228
浙江中意建筑工程有限公司,2,0,0,0,3,16,7,0,,0,3,0,0,0,0,0,0,0,0,3,1,0,0,3,487
浙江永和建材有限公司,2,0,0,0,3,17,0,0,1,0,4,0,0,0,0,0,0,0,0,4,3,0,0,5,482
浙江烨展钢构有限公司,2,0,0,0,3,12,5,0,,0,3,0,0,0,0,0,0,0,0,3,2,0,0,0,492
浙江江南工程股份有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268
浙江围堰建筑公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258
浙江绅仕镭门窗有限公司,2,0,0,0,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282
浙江国信工程公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258
浙江宏业建筑工程有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258
浙江基业房地产开发有限公司,2,0,0,0,2,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285
浙江五洲钢结构有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258
浙江中厦集团公司,2,0,0,0,3,19,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278
浙江奔腾建安公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258
浙江波威钢构有限公司,2,0,0,0,0,11,13,0,1,0,2,0,0,0,0,0,0,0,0,2,1,2,0,2,569
浙江金雅居门业有限公司,2,0,0,0,3,11,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,303
浙江新业管桩有限公司,2,0,0,0,0,14,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,317
浙江永恒建设有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258
浙江申嘉湖杭高速公路有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258
浙江威尔达化工有限公司,2,0,0,0,3,19,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10,396
浙江华夏建筑公司,2,0,0,0,0,20,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268
浙江中胜建饰设计院有限公司,2,0,0,0,3,15,2,0,,0,3,0,0,0,0,0,0,0,0,3,2,0,0,0,460
浙江三信机电工程有限公司,2,0,0,0,0,0,0,0,,0,4,0,0,0,0,0,0,0,0,4,1,0,0,0,440
浙江新天地装饰有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258
浙江景建设有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258
浙江龙门钢结构有限公司,2,0,0,0,3,15,1,0,1,0,2,0,0,0,0,0,0,0,0,2,2,0,0,1,519
浙江中强有限公司,2,0,0,0,3,16,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278
浙江中天建设公司,2,0,0,0,0,20,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268
浙江兰亭新材料有限公司,2,0,0,0,3,18,0,0,,0,0,0,0,0,0,0,0,0,0,4,1,0,0,2,315
浙江丰立机电有限公司,2,0,0,0,3,22,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,347
浙江顺风钢结构有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258
浙江万安科技股份有限公司,2,0,0,0,2,18,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,403
浙江福达股份有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258
浙江天天建设有限公司,2,0,0,0,0,14,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268
浙江甬工机电工程有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258
浙江正信门业有限公司,2,0,0,0,3,19,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,308
浙江运达风电股份有限公司,2,0,0,0,1,16,0,0,14,0,0,1,0,0,0,0,1,3,0,0,0,13,0,11,423
浙江海通管桩有限公司,2,0,0,0,3,14,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278
浙江工程技术有限公司,2,0,0,0,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274
浙江幸运装饰有限公司,2,0,0,0,0,12,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,283
浙江繁星建筑有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,248
浙江驰骋建设有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258
浙江华东环境发展有限公司,2,0,0,0,2,16,4,0,,0,3,0,0,0,0,0,0,0,0,3,4,0,0,3,348
浙江街州建工集团有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258
浙江海通港航工程有限责任公司,2,0,0,0,3,19,1,0,,0,3,0,0,0,0,0,0,0,0,3,1,0,0,0,471
浙江永通钢构材料有限公司,2,0,0,0,3,16,2,0,,0,3,0,0,0,1,0,0,0,0,3,2,0,0,4,472
浙江歌山集团公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258
浙江亚厦机电安装有限公司,2,0,0,0,2,0,24,0,,0,3,1,0,0,0,0,0,0,0,3,5,0,0,6,539
浙江光大建材有限公司,2,0,0,0,2,14,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,308
浙江环宇市政建设有限公司,2,0,0,0,0,0,0,0,,0,4,0,0,0,0,0,0,0,0,4,1,0,0,0,427
浙江鑫楷矿建有限公司,2,0,0,0,3,0,0,0,,0,4,0,0,0,0,0,0,0,0,4,1,0,0,0,434
浙江水花电器有限公司,2,0,0,0,3,18,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,263
浙江鼎泰工贸有限公司,2,0,0,0,1,11,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288
浙江神鹰集团有限公司,2,0,0,0,3,23,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,338
浙江东冠工程公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258
浙江奥格尔心缘工贸有限公司,2,0,0,0,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278
浙江申力管桩有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258
浙江高翔工程有限公司,2,0,0,0,0,19,9,0,,0,2,0,0,0,0,0,1,0,0,2,3,0,0,0,514
浙江杭箫钢构股份有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258
浙江龙州科技有限公司,2,0,0,0,3,0,5,0,,0,3,0,0,0,0,0,0,0,0,3,2,0,0,2,512
浙江建业混凝土有限公司,2,0,0,0,3,16,0,0,1,0,4,0,0,0,0,0,0,0,0,4,2,0,0,1,463
浙江联大建筑有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258
浙江华业韶洋建材有限公司,2,0,0,0,3,23,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278
浙江恒大管桩有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258
浙江亿佰佳建设有限公司,2,0,0,0,3,0,0,0,,0,3,0,0,0,0,0,0,0,0,3,4,0,0,0,463
浙江同方建设有限公司,2,0,0,0,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273
浙江万友工贸有限公司,2,0,0,0,3,24,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,297
浙江三元建筑工程有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258
浙江巨人电梯有限公司,2,0,0,0,0,20,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268
浙江装饰工程有限公司,2,0,0,0,3,22,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278
浙江野风公司,2,0,0,0,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278
浙江冬运建设股份有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258
浙江广厦公司,2,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281
浙江宝业建工集团有限公司,2,0,0,0,1,14,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288
浙江湖洲建工集团公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258
浙江正见建设有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,218
浙江一中建设有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258
浙江九域窗业有限公司,2,0,0,0,0,12,5,0,3,0,3,0,0,0,0,0,0,0,0,3,1,0,0,0,457
浙江方舟科技发展有限公司,2,0,0,0,3,16,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278
浙江工业大学台州分公司,3,0,0,0,0,11,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266
浙江华安钢结构有限公司,2,0,0,0,3,22,4,0,,0,3,0,0,0,0,0,1,3,0,3,1,0,0,0,507
浙江建筑营造有限公司,2,0,0,0,0,17,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268
浙江沃普曼高新建材有限公司,2,0,0,0,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276
浙江金华世源工贸有限公司,3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256
浙江普天园林建筑有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,239
浙江飞翔装饰股份有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258
浙江天鸿钢构股份有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258
浙江中成公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258
浙江绿色动力机械有限公司,2,0,0,0,2,11,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,333
浙江宏基租赁有限公司,2,0,0,0,0,22,5,0,1,0,2,0,0,0,1,0,0,0,0,2,3,0,0,2,325
浙江新消机电工程有限公司,2,0,0,0,3,0,1,0,,0,3,0,0,0,0,0,0,0,0,3,1,0,0,0,448
缙云县浙江胜达铝业有限公司,4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254
浙江华卡莱工贸有限公司,2,0,0,0,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275
浙江加汇门业有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260
浙江国贸进出口有限公司,2,0,0,0,3,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,330
浙江永康交通工程公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258
浙江隆盛市政建设有限公司,2,0,0,0,0,0,0,0,,0,4,0,0,0,0,0,0,0,0,4,2,0,0,0,430
浙江现代城市建设有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258
浙江鑫鸿钼业有限公司,2,0,0,0,3,13,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,301
浙江天地钢结构有限公司,2,0,0,0,0,14,18,0,2,0,2,0,0,0,0,0,0,0,0,2,3,0,0,10,581
浙江东阳建筑公司,2,0,0,0,3,21,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,268
浙江九皇工贸有限公司,2,0,0,0,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,291
沿海铁路浙江有限公司,2,0,0,0,2,12,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,333
浙江正大建设有限公司,2,0,0,0,0,0,0,0,,0,4,0,0,0,0,0,0,0,0,4,2,0,0,0,430
浙江泰山建设股份有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258
浙江坚塔商砼构件有限公司,2,0,0,0,3,11,0,0,,0,4,0,0,0,0,0,0,0,0,4,2,0,0,0,456
浙江永佳好房工贸有限公司,2,0,0,0,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,320
浙江鸿翔水利建设有限公司,2,0,0,0,3,18,61,0,,0,3,0,0,0,3,0,692,1,40,3,5,0,0,2,512
浙江中南建设集团有限公司,2,0,0,0,1,33,285,0,14,0,1,82,0,0,19,0,550,1,82,1,10,25,0,92,676
浙江鼎隆建设有限公司,2,0,0,0,3,0,80,0,,0,3,4,0,0,8,0,518,0,10,3,7,0,0,5,502
浙江卡森建设有限公司,2,0,0,0,3,20,67,0,,0,2,5,0,0,8,0,433,1,26,2,6,0,0,13,562
浙江祥达建设有限公司,2,0,0,0,3,0,101,0,2,0,2,0,0,0,3,0,474,1,40,2,8,0,0,1,531
浙江诚邦园林股份有限公司,2,0,0,0,3,21,76,0,5,0,2,6,0,0,1,0,410,1,48,2,7,4,0,8,727
