公司名,工商注册级别,注册地址变更信息,增资情况,股权变动,控股,成立年限,注册专业人员信息,法定代表人稳定性,对外投资,所处行业地位,企业规模,工程获奖情况,公共信用记录,工程领域不良记录(严重),工程领域不良记录(一般),法院信用记录,中标数量,主要市场区域,项目规模,主项资质,增项资质,知识产权情况,财务,社会评价,信用评分
浙江水电建设有限公司,2,0,0,0,3,16,0,0,,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,288
浙江大丰管网有限公司,2,0,0,0,3,13,9,0,,0,3,0,0,0,0,0,5,3,0,3,2,0,0,0,527
浙江良友水利工程有限公司,2,0,0,0,3,0,9,0,,0,4,0,0,0,0,0,5,3,0,4,1,0,0,0,497
浙江快讯电子有限公司,2,0,0,0,3,26,3,0,1,0,3,0,0,0,0,0,5,3,0,3,2,0,0,10,579
浙江电力变压器有限公司,2,0,0,0,2,21,0,0,1,0,0,0,0,0,0,0,5,3,0,0,0,10,0,10,405
浙江华安建设有限公司,2,0,0,0,3,0,22,0,,0,3,0,0,0,1,0,4,3,1,3,9,0,0,8,543
浙江中亚实业有限公司,2,0,0,0,3,19,0,0,,0,0,0,0,0,0,0,4,2,0,0,0,1,0,10,363
浙江南方钢结构有限公司,2,0,0,0,3,19,18,0,,0,2,0,0,0,0,0,5,3,1,2,3,0,0,0,567
浙江久立钢构工程有限公司,2,0,0,0,2,16,23,0,,0,2,1,0,0,0,0,5,3,1,2,1,0,0,4,587
浙江沪菱机电有限公司,2,0,0,0,3,0,0,0,,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,297
浙江临海机械有限公司,2,0,0,0,2,16,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,10,350
浙江神韵装饰有限公司,2,0,0,0,0,0,4,0,,0,3,0,0,0,0,0,6,3,0,3,1,0,0,0,491
浙江爱力浦科技股份有限公司,2,0,0,0,3,20,0,0,4,0,0,0,0,0,0,0,5,3,0,0,0,3,0,10,406
浙江天行健水务有限公司,2,0,0,0,3,0,13,0,,0,3,0,0,0,0,0,6,2,0,3,5,0,0,1,541
浙江金凯德实业有限公司,2,0,0,0,3,0,0,0,,0,0,0,0,0,0,0,6,3,1,0,0,0,0,10,341
浙江远望科技有限公司,2,0,0,0,0,18,16,0,,0,2,0,0,0,0,0,4,3,0,2,2,0,0,10,543
浙江曙光灯具有限公司,2,0,0,0,3,17,0,0,,0,0,0,0,0,0,0,4,3,0,0,0,0,0,5,313
浙江南源矿建有限公司,2,0,0,0,3,0,10,0,2,0,3,0,0,0,0,0,7,0,2,3,1,0,0,0,513
浙江江山变压器股份有限公司,2,0,0,0,3,18,0,0,2,0,0,0,0,0,0,0,4,3,0,0,0,1,0,6,342
浙江百诚机电设备有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,268
浙江同方建筑设计有限公司,2,0,0,0,3,24,1,0,,0,0,0,0,0,0,0,4,1,0,4,2,0,0,2,358
浙江寿建筑工程有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,268
浙江煤炭测绘院,2,0,0,0,2,28,0,0,,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,293
浙江教育用品发展有限公司,2,0,0,0,3,24,0,0,,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,288
浙江中通通信有限公司,2,0,0,0,2,11,3,0,,0,3,0,0,0,0,0,5,3,0,3,1,0,0,10,537
浙江福莱福高新材料有限公司,2,0,0,0,3,17,0,0,1,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,290
浙江现代新能源有限公司,2,0,0,0,3,13,0,0,3,0,0,0,0,0,0,0,4,3,0,0,0,0,0,10,344
浙江汇银机电设备有限公司,2,0,0,0,3,0,0,0,,0,0,0,0,0,0,0,5,3,1,0,0,0,0,0,296
中机国能浙江工程有限公司,2,0,0,0,1,0,2,0,,0,4,0,0,0,0,0,9,2,2,4,3,0,0,10,579
浙江三荣门业有限公司,2,0,0,0,2,12,0,0,2,0,0,0,0,0,0,0,4,3,0,0,0,0,0,3,312
浙江爱科乐环保有限公司,2,0,0,0,3,0,7,0,,0,3,0,0,0,0,0,4,3,0,3,4,3,0,0,596
浙江锐亿工贸有限公司,2,0,0,0,2,0,0,0,,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,285
浙江大维高新技术股份有限公司,2,0,0,0,3,14,0,0,,0,0,0,0,0,0,0,4,3,2,0,0,0,0,0,298
浙江天生钢结构有限公司,2,0,0,0,3,21,1,0,,0,2,0,0,0,0,0,3,3,0,2,2,0,0,1,527
浙江名源龙盛有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,268
浙江武义万华门业有限公司,2,0,0,0,3,12,0,0,,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,303
浙江寅力机电设备有限公司,2,0,0,0,3,0,0,0,,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,265
浙江飞友康体设备有限公司,2,0,0,0,3,12,0,0,,0,0,0,0,0,0,0,3,3,0,0,0,46,0,7,383
浙江禾业机电工程有限公司,2,0,0,0,3,0,0,0,,0,0,0,0,0,3,0,3,0,1,0,0,0,0,0,231
浙江虞舜建设有限公司,2,0,0,0,3,13,10,0,1,0,3,0,0,0,1,0,4,3,0,3,3,3,0,1,562
浙江宝地建设有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,268
浙江爱建机电设备有限公司,2,0,0,0,3,14,0,0,2,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,292
浙江环宇装潢有限公司,2,0,0,0,3,17,11,0,,0,3,2,0,0,1,0,25,3,1,3,2,0,0,2,511
浙江城建科技有限公司,2,0,0,0,2,14,5,0,,0,3,0,0,0,0,0,3,3,0,3,2,0,0,10,582
浙江法斯特电梯有限公司,2,0,0,0,3,0,0,0,,0,0,0,0,0,0,0,3,1,0,0,0,25,0,1,369
浙江通建设股份有限公司,2,0,0,0,2,0,0,0,,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,291
浙江戈尔塑业有限公司,2,0,0,0,3,0,0,0,,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,284
浙江丽都建筑工程有限公司,2,0,0,0,3,0,5,0,,0,3,0,0,0,0,0,4,3,0,3,2,0,0,0,506
浙江金意达实业有限公司,2,0,0,0,0,21,0,0,,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,278
浙江萬裏建設工程有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,268
浙江盾安机电科技有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,276
浙江必胜建设有限公司,2,0,0,0,3,0,7,0,,0,4,0,0,0,0,0,4,3,0,4,2,0,0,0,502
浙江中南园林绿化有限公司,2,0,0,0,2,0,6,0,,0,3,0,0,0,0,0,3,3,1,3,3,0,0,2,540
浙江伟荣家电有限公司,2,0,0,0,3,14,0,0,,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,288
浙江德安科技股份有限公司,2,0,0,0,3,0,8,0,2,0,4,0,0,0,0,0,7,0,2,4,3,12,0,3,596
浙江三迅机电设备有限公司,2,0,0,0,3,12,0,0,,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,288
浙江方圆造船有限公司,2,0,0,0,3,11,0,0,4,0,0,0,0,0,0,0,2,3,1,0,0,3,0,10,416
浙江华丰公司,2,0,0,0,2,0,0,0,,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,286
浙江汉城建设有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,268
浙江中广机电工程有限公司,2,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,289
浙江秀水环保有限公司,2,0,0,0,3,14,27,0,,0,4,0,0,0,0,0,58,1,6,4,5,0,0,1,566
浙江迪斯威电气有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,268
浙江城信建工有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,268
浙江万公华建设有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,268
浙江生态绿洲股份有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,268
浙江秦山橡胶工程股份有限公司,2,0,0,0,3,17,0,0,,0,0,0,0,0,0,0,2,3,0,0,0,2,0,2,338
浙江康明斯电气有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,289
浙江奥菱达伟肯电梯有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,282
浙江鼎旺坏境建设有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,278
浙江立升涂料有限责任公司,2,0,0,0,3,17,0,0,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,290
浙江公路技师学院,2,0,0,0,0,19,0,0,,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,278
浙江金凯德工贸有限公司,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,0,0,0,4,0,10,390
浙江鼎科技有限公司,2,0,0,0,2,0,0,0,,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,293
浙江天力钢构制造有限公司,2,0,0,0,3,0,3,0,,0,3,0,0,0,0,0,2,3,0,3,2,0,0,0,508
浙江南国钢结构有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,268
浙江大舜道桥加固有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,268
浙江中控科教仪器设备有限公司,2,0,0,0,0,15,0,0,1,0,0,0,0,0,0,0,2,3,0,0,0,5,0,7,375
浙江电化教育发展有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,268
浙江恒杰椅业有限公司,2,0,0,0,3,18,0,0,,0,0,0,0,0,0,0,2,3,0,0,0,2,0,1,333
浙江瀚天石文化发展有限公司,2,0,0,0,3,11,0,0,,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,288
浙江亿利达风机股份有限公司,2,0,0,0,3,22,0,0,8,0,0,0,0,0,0,0,2,3,1,0,0,9,0,10,418
浙江香乡门业有限公司,2,0,0,0,3,11,0,0,,0,0,0,0,0,0,0,2,3,0,0,0,0,0,1,293
浙江开喜门业有限公司,2,0,0,0,3,19,0,0,,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,288
浙江西城工程设计有限公司,2,0,0,0,3,0,0,0,,0,0,0,0,0,0,0,11,1,5,4,2,0,0,10,417
浙江联丰股份有限公司,2,0,0,0,0,16,0,0,,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,278
浙江万方建设有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,288
浙江双雄门业有限公司,2,0,0,0,3,14,0,0,,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,288
浙江滨江建设有限公司,2,0,0,0,2,23,0,0,,0,0,0,0,0,0,0,2,3,0,0,0,0,0,10,343
浙江明珠科技有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,277
浙江大金钢构有限公司,2,0,0,0,3,16,15,0,,0,2,0,0,0,0,0,2,3,0,2,2,0,0,2,552
浙江恒生建设有限公司,2,0,0,0,0,12,0,0,,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,278
浙江金联达建筑工程有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,268
浙江上风冷却塔有限公司,2,0,0,0,3,13,0,0,1,0,0,0,0,0,0,0,2,3,0,0,0,1,0,3,325
浙江元奥机电有限公司,2,0,0,0,3,0,0,0,,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,291
浙江美洁工贸有限公司,2,0,0,0,3,13,0,0,,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,288
浙江华建设有限公司,2,0,0,0,2,0,0,0,,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,285
浙江中亚交通发展有限公司,2,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,292
浙江路德建设股份有限公司,2,0,0,0,3,0,7,0,1,0,4,0,0,0,0,0,2,3,0,4,1,0,0,5,518
浙江飞捷工贸有限公司,2,0,0,0,3,0,0,0,,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,285
浙江洪福环保有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,273
浙江远望电子有限公司,2,0,0,0,1,13,0,0,,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,298
浙江灵动广告有限公司,2,0,0,0,3,13,0,0,,0,0,0,0,0,0,0,2,3,0,0,0,0,0,4,308
浙江寰宇建设有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,268
浙江贝尔技术有限公司,2,0,0,0,2,23,0,0,,0,0,0,0,0,0,0,2,1,0,0,0,2,0,7,388
浙江新天地绿化有限公司,2,0,0,0,3,18,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,288
浙江五饼二鱼实业有限公司,2,0,0,0,3,0,0,0,,0,0,0,0,0,0,0,3,3,0,0,0,0,0,1,291
浙江六洁集团公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,268
浙江信江暖通工程有限公司,2,0,0,0,3,0,0,0,,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,286
浙江金川园林绿化有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,268
浙江龙邦塑业有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,271
浙江汲泉泵业有限公司,2,0,0,0,3,0,0,0,,0,0,0,0,0,0,0,4,3,1,0,0,6,0,0,349
浙江新中环建筑设计有限公司,2,0,0,0,3,14,1,0,1,0,0,0,0,0,0,0,2,3,0,4,4,0,0,4,350
浙江万众商贸有限公司,2,0,0,0,3,17,0,0,,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,288
浙江五星太阳能有限公司,2,0,0,0,3,0,0,0,,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,268
浙江华业韶阳建材有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,268
浙江绿地生态建设发展有限公司,2,0,0,0,3,21,0,0,,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,288
浙江永康博凯工贸有限公司,2,0,0,0,3,12,0,0,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,290
浙江百士迪科技有限公司,2,0,0,0,3,0,0,0,,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,307
浙江创佳暖通科技有限公司,2,0,0,0,3,13,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,288
浙江辅网架股份有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,268
浙江乐叶光伏科技有限公司,2,0,0,0,3,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,10,338
浙江瑞晨有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258
浙江三名兴港建设有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,278
浙江南方建筑设计有限公司,2,0,0,0,3,18,1,0,16,0,0,0,0,0,0,0,2,3,1,4,2,0,0,10,388
浙江电力电子技术有限公司,2,0,0,0,2,23,2,0,,0,3,0,0,0,0,0,2,3,0,3,1,0,0,10,557
浙江隆泰门业有限公司,2,0,0,0,1,18,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,5,325
浙江哈博特商贸有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,268
浙江吕氏管业有限公司,2,0,0,0,3,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,10,338
浙江汇银机电有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,268
浙江沪凌机电有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,278
浙江金城建设有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,268
浙江华安安全设备有限公司,2,0,0,0,3,17,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,4,0,4,370
浙江品鉴赏有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,268
浙江新华市政建设工程公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,268
浙江荣升能源发展有限公司,2,0,0,0,3,14,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,288
浙江兴城房地产开发有限公司,2,0,0,0,3,23,0,0,2,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,292
浙江浙大中控信息技术发展有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258
浙江邦德奕博建设有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,268
浙江红博苑投资有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,275
浙江斯蒂特新能源有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,268
浙江新飞跃股份有限公司,2,0,0,0,3,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,1,0,6,336
浙江永康市隆泰门业有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,268
浙江久立乔兴钢结构有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,268
浙江福华实业有限公司,2,0,0,0,3,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,285
浙江天顺建筑工程有限公司,2,0,0,0,3,20,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,288
浙江腾跃有限公司,2,0,0,0,3,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,288
浙江天睿工贸有限公司,2,0,0,0,3,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,286
浙江天元建设有限公司,2,0,0,0,3,29,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,288
浙江新嘉美电器有限公司,2,0,0,0,3,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,287
浙江四通信息技术有限公司,2,0,0,0,3,22,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,10,338
浙江孚泰机电设备有限公司,2,0,0,0,2,18,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,293
浙江西直门电梯有限公司,2,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,3,0,1,0,0,14,0,0,361
浙江申康管业有限公司,2,0,0,0,0,13,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,4,298
浙江交通职业技术学院,2,0,0,0,0,33,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,278
浙江浙萧钢构工程有限公司,2,0,0,0,0,11,3,0,,0,3,0,0,0,0,0,1,3,1,3,1,0,0,0,507
浙江辽远设备有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,268
浙江三棱塑胶有限公司,2,0,0,0,0,11,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,278
浙江逸龙剑圣有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,268
浙江会稽山广告有限公司,2,0,0,0,3,20,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,288
浙江枫叶集团有限公司,2,0,0,0,3,11,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,288
浙江新港工程有限公司,2,0,0,0,3,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,286
浙江日建设有限公司,2,0,0,0,3,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,285
浙江易木居门业有限公司,2,0,0,0,3,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,4,300
浙江鸿翔水林建设有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,268
浙江联成建设有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,268
浙江永能塑业有限公司,2,0,0,0,3,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,287
浙江伯利恒仪器设备有限公司,2,0,0,0,3,0,0,0,,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,313
浙江华汇安装公司,2,0,0,0,3,14,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,288
浙江浙大中控信息有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,278
浙江白云建设有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,268
浙江东海岸有限公司,2,0,0,0,2,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,293
浙江楚天科技有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,273
浙江精锐智能卡有限公司,2,0,0,0,3,14,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,4,0,1,353
浙江东创高科电气有限公司,2,0,0,0,3,15,3,0,,0,3,0,0,0,0,0,2,3,0,3,2,0,0,0,527
浙江工大盈码科技发展有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,275
浙江万客隆商贸有限公司,2,0,0,0,3,12,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,4,310
浙江武强建筑有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,268
浙江浙大万朋软件有限公司,2,0,0,0,2,20,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,5,0,2,363
浙江立城有限公司,2,0,0,0,3,22,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,288
浙江金盾电器有限公司,2,0,0,0,3,16,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,10,338
浙江永创工贸有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,278
浙江市鑫隆路桥建设有限公司,2,0,0,0,1,11,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,298
浙江嵊洲市市政工程公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,268
浙江五洲科技有限公司,2,0,0,0,3,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,278
浙江东润机电设备有限公司,2,0,0,0,3,11,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,288
浙江德安新技术发展有限公司,2,0,0,0,3,22,0,0,4,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,296
浙江春红工贸有限公司,2,0,0,0,0,14,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,2,288
浙江会合建材有限公司,2,0,0,0,3,20,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,10,338
浙江荣城涂装机械有限公司,2,0,0,0,3,13,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,4,0,0,348
浙江暨诺管业有限公司,2,0,0,0,3,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,282
浙江东阳三公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,268
浙江武义楼龙工贸有限公司,2,0,0,0,3,13,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,288
浙江大力建设有限公司,2,0,0,0,2,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,292
浙江大禹信息技术有限公司,2,0,0,0,2,15,0,0,,0,0,0,0,0,0,0,2,3,0,0,0,0,0,8,333
浙江福临旺家新能源有限公司,2,0,0,0,2,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,292
浙江中建筑工程有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,268
浙江桃园园林有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,268
浙江南国石材有限公司,2,0,0,0,3,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,285
浙江扬帆建设有限公司,2,0,0,0,3,11,10,0,1,0,4,0,0,0,2,0,1,3,0,4,1,0,0,6,493
浙江天元建设股份有限公司,2,0,0,0,3,28,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,288
浙江港湾建设有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,268
浙江国荣管业有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,274
浙江铁成工贸有限公司,2,0,0,0,3,12,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,288
浙江祥瑞建设有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,268
浙江智科技有限公司,2,0,0,0,3,20,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,288
浙江迈勒斯照明有限公司,2,0,0,0,3,18,0,0,2,0,0,0,0,0,0,0,1,3,0,0,0,2,0,1,337
浙江五星电器有限公司,2,0,0,0,2,16,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,10,343
浙江南方建筑工程有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,268
浙江广州建设有限公司,3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,274
浙江天和建筑设计有限公司,2,0,0,0,1,11,1,0,2,0,0,0,0,0,0,0,1,3,1,4,5,0,0,1,357
浙江华佳国财管道公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,268
浙江中科院应用技术研究院,2,0,0,0,2,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,288
浙江晶盛机电股份有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,269
浙江匀碧古建筑工程有限公司,2,0,0,0,3,20,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,288
浙江德玛克机械有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,268
浙江粤青管业有限公司,2,0,0,0,3,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,288
浙江中建设股份有限公司,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,268
浙江舟山跨海大桥有限公司,3,0,0,0,2,13,0,0,,0,0,3,0,0,0,0,1,3,0,0,0,0,0,13,356
